code,level,name,parent
47910,5,Bán lẻ theo yêu cầu đặt hàng qua bưu điện hoặc internet,4791
47990,5,Bán lẻ hình thức khác chưa được phân vào đâu,4799
49110,5,Vận tải hành khách đường sắt,4911
49120,5,Vận tải hàng hóa đường sắt,4912
49210,5,Vận tải hành khách bằng xe buýt trong nội thành,4921
49220,5,"Vận tải hành khách bằng xe buýt giữa nội thành và ngoại thành, liên tỉnh",4922
49290,5,Vận tải hành khách bằng xe buýt loại khác,4929
49311,5,Vận tải hành khách bằng hệ thống đường sắt ngầm hoặc đường sắt trên cao,4931
49312,5,Vận tải hành khách bằng taxi,4931
49313,5,"Vận tải hành khách bàng mô tô, xe máy và xe có động cơ khác",4931
49319,5,"Vận tải hành khách đường bộ loại khác trong nội thành, ngoại thành (trừ xe buýt)",4931
49321,5,"Vận tải hành khách bằng xe khách nội tỉnh, liên tỉnh",4932
49329,5,Vận tải hành khách đường bộ khác chưa được phân vào đâu,4932
49331,5,Vận tải hàng hóa bằng ô tô chuyên dụng,4933
49332,5,Vận tải hàng hóa bằng ô tô loại khác (trừ ô tô chuyên dụng),4933
49333,5,Vận tải hàng hóa bằng xe có động cơ loại khác,4933
49334,5,Vận tải hàng hóa bằng xe thô sơ,4933
49339,5,Vận tải hàng hóa bằng phương tiện đường bộ khác,4933
49400,5,Vận tải đường ống,4940
50111,5,Vận tải hành khách ven biển,5011
50112,5,Vận tải hành khách viễn dương,5011
50121,5,Vận tải hàng hóa ven biển,5012
50122,5,Vận tải hàng hóa viễn dương,5012
50211,5,Vận tải hành khách đường thủy nội địa bằng phương tiện cơ giới,5021
50212,5,Vận tải hành khách đường thủy nội địa bằng phương tiện thô sơ,5021
50221,5,Vận tải hàng hóa đường thủy nội địa bằng phương tiện cơ giới,5022
50222,5,Vận tải hàng hóa đường thủy nội địa bằng phương tiện thô sơ,5022
51101,5,Vận tải hành khách hàng không theo tuyến và lịch trình cố định,5110
51109,5,Vận tải hành khách hàng không loại khác,5110
51201,5,Vận tải hàng hóa hàng không theo tuyến và lịch trình cố định,5120
51209,5,Vận tải hàng hóa hàng không loại khác,5120
52101,5,Kho bãi và lưu giữ hàng hóa trong kho ngoại quan,5210
52102,5,Kho bãi và lưu giữ hàng hóa trong kho đông lạnh (trừ kho ngoại quan),5210
52109,5,Kho bãi và lưu giữ hàng hóa trong kho loại khác,5210
52210,5,Hoạt động dịch vụ hỗ trợ trực tiếp cho vận tải đường sắt,5221
52221,5,Hoạt động điều hành cảng biển,5222
52222,5,Hoạt động dịch vụ hỗ trợ liên quan đến vận tải ven biển và viễn dương,5222
52223,5,Hoạt động điều hành cảng đường thủy nội địa,5222
52224,5,Hoạt động dịch vụ hỗ trợ liên quan đến vận tải đường thủy nội địa,5222
52231,5,Dịch vụ điều hành bay,5223
52232,5,Dịch vụ điều hành hoạt động cảng hàng không,5223
52239,5,Hoạt động dịch vụ hỗ trợ liên quan đến vận tải hàng không,5223
52241,5,Bốc xếp hàng hóa ga đường sắt,5224
52242,5,Bốc xếp hàng hóa đường bộ,5224
52243,5,Bốc xếp hàng hóa cảng biển,5224
52244,5,Bốc xếp hàng hóa cảng sông,5224
52245,5,Bốc xếp hàng hóa cảng hàng không,5224
52249,5,Bốc xếp hàng hóa loại khác,5224
52251,5,Hoạt động điều hành bến xe,5225
52252,5,"Hoạt động quản lý, điều hành đường cao tốc, cầu, hầm đường bộ",5225
52253,5,"Hoạt động quản lý bãi đỗ, trông giữ phương tiện đường bộ",5225
52259,5,Hoạt động dịch vụ khác hỗ trợ liên quan đến vận tải đường bộ,5225
52291,5,"Dịch vụ đại lý, giao nhận vận chuyển",5229
52292,5,Logistics,5229
52299,5,Dịch vụ hỗ trợ khác liên quan đến vận tải chưa được phân vào đâu,5229
53100,5,Bưu chính,5310
53200,5,Chuyển phát,5320
55101,5,Khách sạn,5510
55102,5,Biệt thự hoặc căn hộ kinh doanh dịch vụ lưu trú ngắn ngày,5510
55103,5,"Nhà khách, nhà nghỉ kinh doanh dịch vụ lưu trú ngắn ngày",5510
55104,5,"Nhà trọ, phòng trọ và các cơ sở lưu trú ngắn ngày tương tự",5510
55901,5,"Ký túc xá học sinh, sinh viên",5590
55902,5,"Chỗ nghỉ trọ trên xe lưu động, lều quán, trại dùng để nghỉ tạm",5590
55909,5,Cơ sở lưu trú khác chưa được phân vào đâu,5590
56101,5,"Nhà hàng, quán ăn, hàng ăn uống (trừ cửa hàng ăn uống thuộc chuỗi cửa hàng ăn nhanh)",5610
56102,5,Cửa hàng ăn uống thuộc chuỗi cửa hàng ăn nhanh,5610
56109,5,Dịch vụ ăn uống phục vụ lưu động khác,5610
56210,5,Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng,5621
56290,5,Dịch vụ ăn uống khác,5629
56301,5,"Quán rượu, bia, quầy bar",5630
56302,5,"Quán cà phê, giải khát",5630
56309,5,Dịch vụ phục vụ đồ uống khác,5630
58111,5,Xuất bản sách trực tuyến,5811
58112,5,Xuất bản sách khác,5811
58121,5,Xuất bản các danh mục chỉ dẫn và địa chỉ trực tuyến,5812
58122,5,Xuất bản các danh mục chỉ dẫn và địa chỉ khác,5812
58131,5,"Xuất bản báo, tạp chí và các ấn phẩm định kỳ trực tuyến",5813
58132,5,"Xuất bản báo, tạp chí và các ấn phẩm định kỳ khác",5813
58191,5,Hoạt động xuất bản trực tuyến khác,5819
58192,5,Hoạt động xuất bản khác,5819
58200,5,Xuất bản phần mềm,5820
59111,5,Hoạt động sản xuất phim điện ảnh,5911
59112,5,Hoạt động sản xuất phim video,5911
59113,5,Hoạt động sản xuất chương trình truyền hình,5911
59120,5,Hoạt động hậu kỳ,5912
59130,5,"Hoạt động phát hành phim điện ảnh, phim video và chương trình truyền hình",5913
59141,5,Hoạt động chiếu phim cố định,5914
59142,5,Hoạt động chiếu phim lưu động,5914
59200,5,Hoạt động ghi âm và xuất bản âm nhạc,5920
60100,5,Hoạt động phát thanh,6010
60210,5,Hoạt động truyền hình,6021
60220,5,"Chương trình cáp, vệ tinh và các chương trình thuê bao khác",6022
61101,5,Hoạt động cung cấp trực tiếp dịch vụ viễn thông có dây,6110
61102,5,Hoạt động cung cấp dịch vụ viễn thông có dây sử dụng quyền truy cập hạ tầng viễn thông của đơn vị khác,6110
61201,5,Hoạt động cung cấp trực tiếp dịch vụ viễn thông không dây,6120
61202,5,Hoạt động cung cấp dịch vụ viễn thông không dây sử dụng quyền truy cập hạ tầng viễn thông của đơn vị khác,6120
61300,5,Hoạt động viễn thông vệ tinh,6130
61901,5,Hoạt động của các điểm truy cập internet,6190
61909,5,Hoạt động viễn thông khác chưa được phân vào đâu,6190
62010,5,Lập trình máy vi tính,6201
62020,5,Tư vấn máy vi tính và quản trị hệ thống máy vi tính,6202
62090,5,Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính,6209
63110,5,"Xử lý dữ liệu, cho thuê và các hoạt động liên quan",6311
63120,5,Cổng thông tin,6312
63910,5,Hoạt động thông tấn,6391
63990,5,Dịch vụ thông tin khác chưa được phân vào đâu,6399
64110,5,Hoạt động ngân hàng trung ương,6411
64190,5,Hoạt động trung gian tiền tệ khác,6419
64200,5,Hoạt động công ty nắm giữ tài sản,6420
64300,5,"Hoạt động quỹ tín thác, các quỹ và các tổ chức tài chính khác",6430
64910,5,Hoạt động cho thuê tài chính,6491
64920,5,Hoạt động cấp tín dụng khác,6492
64990,5,Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội),6499
65110,5,Bảo hiểm nhân thọ,6511
65120,5,Bảo hiểm phi nhân thọ,6512
65131,5,Bảo hiểm y tế,6513
65139,5,Bảo hiểm sức khỏe khác,6513
65200,5,Tái bảo hiểm,6520
65300,5,Bảo hiểm xã hội,6530
66110,5,Quản lý thị trường tài chính,6611
66120,5,Môi giới hợp đồng hàng hóa và chứng khoán,6612
66190,5,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,6619
66210,5,Đánh giá rủi ro và thiệt hại,6621
66220,5,Hoạt động của đại lý và môi giới bảo hiểm,6622
66290,5,Hoạt động hỗ trợ khác cho bảo hiểm và bảo hiểm xã hội,6629
66300,5,Hoạt động quản lý quỹ,6630
68101,5,"Mua, bán nhà ở và quyền sử dụng đất ở",6810
68102,5,"Mua, bán nhà và quyền sử dụng đất không để ở",6810
68103,5,"Cho thuê, điều hành, quản lý nhà và đất ở",6810
68104,5,"Cho thuê, điều hành, quản lý nhà và đất không để ở",6810
68109,5,Kinh doanh bất động sản khác,6810
68201,5,"Tư vấn, môi giới bất động sản, quyền sử dụng đất",6820
68202,5,"Đấu giá bất động sản, quyền sử dụng đất",6820
69101,5,"Hoạt động đại diện, tư vấn pháp luật",6910
69102,5,"Hướng dẫn chung và tư vấn, chuẩn bị các tài liệu pháp lý",6910
69109,5,Hoạt động pháp luật khác,6910
69200,5,"Hoạt động liên quan đến kế toán, kiểm toán và tư vấn về thuế",6920
70100,5,Hoạt động của trụ sở văn phòng,7010
70200,5,Hoạt động tư vấn quản lý,7020
71101,5,Hoạt động kiến trúc,7110
71102,5,Hoạt động đo đạc và bản đồ,7110
71103,5,"Hoạt động thăm dò địa chất, nguồn nước",7110
71109,5,Hoạt động tư vấn kỹ thuật có liên quan khác,7110
71200,5,Kiểm tra và phân tích kỹ thuật,7120
72110,5,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học tự nhiên,7211
72120,5,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ,7212
72130,5,"Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học y, dược",7213
72140,5,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nông nghiệp,7214
72210,5,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học xã hội,7221
72220,5,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nhân văn,7222
73100,5,Quảng cáo,7310
73200,5,Nghiên cứu thị trường và thăm dò dư luận,7320
74100,5,Hoạt động thiết kế chuyên dụng,7410
74200,5,Hoạt động nhiếp ảnh,7420
74901,5,Hoạt động khí tượng thủy văn,7490
74909,5,"Hoạt động chuyên môn, khoa học và công nghệ khác còn lại chưa được phân vào đâu",7490
75000,5,Hoạt động thú y,7500
77101,5,Cho thuê ôtô,7710
77109,5,Cho thuê xe có động cơ khác,7710
77210,5,"Cho thuê thiết bị thể thao, vui chơi giải trí",7721
77220,5,"Cho thuê băng, đĩa video",7722
77290,5,Cho thuê đồ dùng cá nhân và gia đình khác,7729
77301,5,"Cho thuê máy móc, thiết bị nông, lâm nghiệp không kèm người điều khiển",7730
77302,5,"Cho thuê máy móc, thiết bị xây dựng không kèm người điều khiển",7730
77303,5,"Cho thuê máy móc, thiết bị văn phòng (kể cả máy vi tính) không kèm người điều khiển",7730
77304,5,"Cho thuê máy bay, phương tiện bay không kèm người điều khiển",7730
77305,5,"Cho thuê tàu, thuyền và kết cấu nổi không kèm người điều khiển",7730
77309,5,"Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác, không kèm người điều khiển chưa được phân vào đâu",7730
77400,5,Cho thuê tài sản vô hình phi tài chính,7740
78100,5,"Hoạt động của các trung tâm, đại lý tư vấn, giới thiệu và môi giới lao động, việc làm",7810
78200,5,Cung ứng lao động tạm thời,7820
78301,5,Cung ứng và quản lý nguồn lao động trong nước,7830
78302,5,Cung ứng và quản lý nguồn lao động đi làm việc ở nước ngoài,7830
79110,5,Đại lý du lịch,7911
79120,5,Điều hành tua du lịch,7912
79900,5,Dịch vụ đặt chỗ và các dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch,7990
80100,5,Hoạt động bảo vệ tư nhân,8010
80200,5,Dịch vụ hệ thống bảo đảm an toàn,8020
80300,5,Dịch vụ điều tra,8030
81100,5,Dịch vụ hỗ trợ tổng hợp,8110
81210,5,Vệ sinh chung nhà cửa,8121
81290,5,Vệ sinh công nghiệp và các công trình chuyên biệt,8129
81300,5,Dịch vụ chăm sóc và duy trì cảnh quan,8130
82110,5,Dịch vụ hành chính văn phòng tổng hợp,8211
82191,5,"Photo, chuẩn bị tài liệu",8219
82199,5,Hoạt động hỗ trợ văn phòng đặc biệt khác,8219
82200,5,Hoạt động dịch vụ liên quan đến các cuộc gọi,8220
82300,5,Tổ chức giới thiệu và xúc tiến thương mại,8230
82910,5,"Hoạt động dịch vụ hỗ trợ thanh toán, tín dụng",8291
82920,5,Dịch vụ đóng gói,8292
82990,5,Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu,8299
84111,5,"Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội",8411
84112,5,Hoạt động quản lý nhà nước nói chung và kinh tế tổng hợp,8411
84120,5,"Hoạt động quản lý nhà nước trong các lĩnh vực y tế, giáo dục, văn hóa và các dịch vụ xã hội khác (trừ bảo đảm xã hội bắt buộc)",8412
84130,5,Hoạt động quản lý nhà nước trong các lĩnh vực kinh tế chuyên ngành,8413
84210,5,Hoạt động đối ngoại,8421
84220,5,Hoạt động quốc phòng,8422
84230,5,"Hoạt động an ninh, trật tự an toàn xã hội",8423
84300,5,Hoạt động bảo đảm xã hội bắt buộc,8430
85110,5,Giáo dục nhà trẻ,8511
85120,5,Giáo dục mẫu giáo,8512
85210,5,Giáo dục tiểu học,8521
85220,5,Giáo dục trung học cơ sở,8522
85230,5,Giáo dục trung học phổ thông,8523
85310,5,Đào tạo sơ cấp,8531
85320,5,Đào tạo trung cấp,8532
85330,5,Đào tạo cao đẳng,8533
85410,5,Đào tạo đại học,8541
85420,5,Đào tạo thạc sỹ,8542
85430,5,Đào tạo tiến sỹ,8543
85510,5,Giáo dục thể thao và giải trí,8551
85520,5,Giáo dục văn hóa nghệ thuật,8552
85590,5,Giáo dục khác chưa được phân vào đâu,8559
85600,5,Dịch vụ hỗ trợ giáo dục,8560
86101,5,Hoạt động của các bệnh viện,8610
86102,5,Hoạt động của các trạm y tế và trạm y tế bộ/ngành,8610
86201,5,"Hoạt động của các phòng khám đa khoa, chuyên khoa",8620
86202,5,Hoạt động của các phòng khám nha khoa,8620
86910,5,Hoạt động y tế dự phòng,8691
86920,5,"Hoạt động của hệ thống cơ sở chỉnh hình, phục hồi chức năng",8692
86990,5,Hoạt động y tế khác chưa được phân vào đâu,8699
87101,5,"Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng thương bệnh binh",8710
87109,5,"Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng các đối tượng khác",8710
87201,5,"Hoạt động chăm sóc sức khoẻ người bị thiểu năng, tâm thần",8720
87202,5,"Hoạt động chăm sóc sức khoẻ, cai nghiện phục hồi người nghiện",8720
87301,5,Hoạt động chăm sóc sức khoẻ người có công (trừ thương bệnh binh),8730
87302,5,Hoạt động chăm sóc sức khoẻ người già,8730
87303,5,Hoạt động chăm sóc sức khoẻ người khuyết tật,8730
87901,5,"Hoạt động chữa bệnh, phục hồi nhân phẩm cho đối tượng mại dâm",8790
87909,5,Hoạt động chăm sóc tập trung khác chưa được phân vào đâu,8790
88101,5,Hoạt động trợ giúp xã hội không tập trung đối với người có công (trừ thương bệnh binh),8810
88102,5,Hoạt động trợ giúp xã hội không tập trung đối với thương bệnh binh,8810
88103,5,Hoạt động trợ giúp xã hội không tập trung đối với người già và người khuyết tật,8810
88900,5,Hoạt động trợ giúp xã hội không tập trung khác,8890
90000,5,"Hoạt động sáng tác, nghệ thuật và giải trí",9000
91010,5,Hoạt động thư viện và lưu trữ,9101
91020,5,"Hoạt động bảo tồn, bảo tàng",9102
91030,5,"Hoạt động của các vườn bách thảo, bách thú và khu bảo tồn tự nhiên",9103
92001,5,Hoạt động xổ số,9200
92002,5,Hoạt động cá cược và đánh bạc,9200
93110,5,Hoạt động của các cơ sở thể thao,9311
93120,5,Hoạt động của các câu lạc bộ thể thao,9312
93190,5,Hoạt động thể thao khác,9319
93210,5,Hoạt động của các công viên vui chơi và công viên theo chủ đề,9321
93290,5,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,9329
94110,5,Hoạt động của các hiệp hội kinh doanh và nghiệp chủ,9411
94120,5,Hoạt động của các hội nghề nghiệp,9412
94200,5,Hoạt động của công đoàn,9420
94910,5,Hoạt động của các tổ chức tôn giáo,9491
94990,5,Hoạt động của các tổ chức khác chưa được phân vào đâu,9499
95110,5,Sửa chữa máy vi tính và thiết bị ngoại vi,9511
95120,5,Sửa chữa thiết bị liên lạc,9512
95210,5,Sửa chữa thiết bị nghe nhìn điện tử gia dụng,9521
95220,5,"Sửa chữa thiết bị, đồ dùng gia đình",9522
95230,5,"Sửa chữa giày, dép, hàng da và giả da",9523
95240,5,"Sửa chữa giường, tủ, bàn, ghế và đồ nội thất tương tư",9524
95290,5,"Sửa chữa xe đạp, đồng hồ, đồ dùng cá nhân và gia đình khác chưa được phân vào đâu",9529
96100,5,"Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao)",9610
96200,5,"Giặt là, làm sạch các sản phẩm dệt và lông thú",9620
96310,5,"Cắt tóc, làm đầu, gội đầu",9631
96320,5,Hoạt động dịch vụ phục vụ tang lễ,9632
96330,5,Hoạt động dịch vụ phục vụ hôn lễ,9633
96390,5,Hoạt động dịch vụ phục vụ cá nhân khác còn lại chưa được phân vào đâu,9639
97000,5,Hoạt động làm thuê công việc gia đình trong các hộ gia đình,9700
98100,5,Hoạt động sản xuất các sản phẩm vật chất tự tiêu dùng của hộ gia đình,9810
98200,5,Hoạt động sản xuất các sản phẩm dịch vụ tự tiêu dùng của hộ gia đình,9820
99000,5,Hoạt động của các tổ chức và cơ quan quốc tế,9900
